,title,lyrics,text_author,composer,artist,nr
45,Świadkowie lata,ukryć niebo błękit złoto szkarłat jeżynowy sad malinowy chata wabić leśny echo straszyć nocny lęk odległy wyciągnięcie ręka uwięziony letni woń lipowy zapach pieścić złoty żuk kosmaty łapa wpatrzyć trawić gorączka purpurowy twarz słońce spleść dłoń skóra spierzchnąć gorący stąpać pożądanie rozpalony węgiel zamierać słowo bezbronny warga odwieczny tańc pulsować przyroda uderzać głowa pulsować skroń rozdrgać powietrze dźwięczeć lot motyli chwila stawać wieczność wieczność chwila ukryć niebo błękit wierzchołek świat niemy świadek czeznąć rok stąpać pożądanie rozpalony węgiel zamierać słowo bezbronny warga odwieczny tańc pulsować przyroda uderzać głowa pulsować skroń,Arkadiusz Kobus,Robert Leonhard,Małżeństwo z Rozsądku,170
46,Świadkowie lata,ukryć niebo błękit złoto szkarłat jeżynowy sad malinowy chata wabić leśny echo straszyć nocny lęk odległy wyciągnięcie ręka uwięziony letni woń lipowy zapach pieścić złoty żuk kosmaty łapa wpatrzyć trawić gorączka purpurowy twarz słońce spleść dłoń skóra spierzchnąć gorący stąpać pożądanie rozpalony węgiel zamierać słowo bezbronny warga odwieczny tańc pulsować przyroda uderzać głowa pulsować skroń rozdrgać powietrze dźwięczeć lot motyli chwila stawać wieczność wieczność chwila ukryć niebo błękit wierzchołek świat niemy świadek czeznąć rok,Arkadiusz Kobus,Robert Leonhard,Małżeństwo z Rozsądku,468
47,Ballada o cześku piekarzu,chleb cześki kupić nigd warszawa czesieka piekarz piec tworzyć bochen mąka słoneczny kołatać kłaniać ludzie wyjrzeć okno kitel łyknąć powietrze kromka masło smarować mówić chleb chleb cześki chleb chleb chleb chleb chleb chleb chleb chleb chleb niech zabraknąć drożdże woda ręka ziarno mruczeć czesieka noc noc poranek chleb pachnieć porać iść spać piekarz zaczerwienić przymykać oko czesieka siadać dłuto stół ciągło oko trocha duć nos drewno cierpliwy pieścić ręka dziesiątki raz poranek świeży chleb pachnieć chleb chleb chleb nikt słowo miasto miasto znać źle dzieje mówić obraza czernieć czesieka razowiec kruszeć podobnia bułka zleżały znaleźć pasek wojsko dłuto bochen wbić garść wieć nikt cześki wziąć śpiewać miasto miasto chleb chleb chleb chleb x,,,Wolna Grupa Bukowina,196
48,Ballada o Cześku Piekarzu,chleb cześki kupić nigd warszawa czesieka piekarz piec tworzyć bochen mąka słoneczny kołatać kłaniać ludzie wyjrzeć okno kitel łyknąć powietrze kromka masło smarować mówić chleb chleb cześki chleb chleb chleb chleb chleb chleb chleb chleb chleb zabraknąć drożdże woda ręka ziarno mruczeć czesieka noc noc poranek chleb pachnieć porać iść spać piekarz zaczerwienić przymykać oko czesieka siadać dłuto stół ciągło włos trocha duży nos drewno cierpliwy pieścić ręka dziesiątki raz poranek świeży chleb pachnieć nikt słowo miasto miasto znać źle dzieje mówić obraza czernieć czesieka razowiec kruszeć podobnia bułka zleżały znaleźć pasek wojsko dłuto wbić bochen garść wieć nikt cześki wziąć śpiewać miasto miasto,Wojciech Belon,Wojciech Belon,Wolna Grupa Bukowina,1404
49,Kołysanka dla Joanny I,zania senior oko spłynąć myślić szybować lufcik żeby ujrzeć ów chwila włos czesać lustro zasnąć ciepły pościelić zmęczyć długi przelot ptak głowa skrzydło wtulać patrzyć senior spokojny niech przyśnić pora niech grać śnąć tańczyć jesień prężyć liść lot lato upał słoneczny zimać śnieg wiosna miłek wiosenny łąka spać myślić czuwać parapet okno,,,Wolna Grupa Bukowina,318
50,Kołysanka dla Joanny I,zania senior oko spłynąć myślić szybować lufcik żeby ujrzeć ów chwila włos czesać lustro zasnąć ciepły pościelić zmęczyć długi przelot ptak głowa skrzydło wtulać patrzyć senior spokojny niech przyśnić pora niech grać śnąć tańczyć jesień prężyć liść lot lato upał słoneczny zimać śnieg wiosna miłek wiosenny łąka spać myślić czuwać parapet okno,Wojciech Belon,W.Juszczyszyn,Wolna Grupa Bukowina,1444
51,Jaka jesteś,bitwa skończyć ciągło przyczułek walczyć drzwi otworzyć pot przyciąć palka kartka kalendarz zgubić pomięga szuflada ulica dzień uciekać latarnia mgły ogromny zmierzyć ciszyć huk łoskot ciszyć pióro wyblakły kartka pisać kartka kalendarz zgubić pomięga szuflada ulica dzień uciekać latarnia przyjść spostrzec móc mówić wiedzieć jawa wziąć ręka śnić kartka kalendarz zgubić pomięga szuflada ulica dzień uciekać latarnia,Tomek Lewandowski,Tomek Lewandowski,Tomek Lewandowski,294
52,Jaka jesteś (Bitwa),bitwa skończyć ciągło przyczółek walczyć drzwi otworzyć pot przyciąć palka kartka kalendarz zagubiony pomięga szuflada ulica dzień uciekać latarnia mgły ogromny zmierzyć ciszyć huk łoskot ciszyć jenąć pióro wyblakły kartka pisać kartka kalendarz przyjść spostrzec móc mówić wiedzieć jawa wziąć ręka śnić kartka kalendarz,Krzysztof Lebionko,Tomasz Lewandowski,Tomasz Lewandowski,986
53,Jest już za późno,zdążyć dżungla ludziezkość siebie odnaleźć tęskność zawrotny przybliżać zbiec wreszta tora sierocy planeta cudnień spokrewnić ciało późny późny późny późny późny późny zdążyć tani wynająć mały mansarda okno rzeka parzek łoże szeroki piec wysoki ścienny zegar schodzić codziwać świat późny zdążyć miłość siebie zachwycić siebie zachwycić krąg wojna straszny czas chcieć zniszczyć udo zachwycić późny,Edward Stachura,Krzysztof Myszkowski,Stare Dobre Małżeństwo,1106
54,"Jest już za późno, nie jest za późno",zdążyć dżungla ludziezkość siebie odnaleźć tęskność zawrotny przybliżać zbiec wreszta tora sierocy planeta cudnień spokrewnić ciało późny późny późny późny późny późny zdążyć tani wynająć mały mansarda okno rzeka parzek łoże szeroki piec wysoki ścienny zegar schodzić codziwać świat późny późny późny późny późny późny zdążyć miłość siebie zachwycić siebie zachwycić krąg wojna straszny czas chcieć zniszczyć udo zachwycić późny późny późny późny późny późny,Edward Stachura,Krzysztof Myszkowski,Stare Dobre Małżeństwo,77
55,Źródło,płynąć rzekać wąwóz dno koleina siebie żłobić rosny ściana wąwóz oba strona coraz wyżejezioro góra ponoć równina woda głębi potoczyć brać siebie cień zboczyć piach spć nurt uciekać nurt piach wij własny czeluść ciągnąć siła ciągło rzekać dzień rozpadlina źródło źródło wciąż bić ściana wąwóz pasy barwy wyżłobienie rzeka historia brzeg ślad głaz rozmyć cień drzewo powalić muł zgarnąć siebie wbrewa henowy dół blask niknąć ciągło ziemia rozcinać ziemia zrastać zaczynać oba strona żwir glina zatrzymać bieg woda syczeć wchłaniać żyć zakręcać omijać wsiąkać wspinać pienić płynąć wciąż płynąć wbrewa brzeg źródło źródło wciąż bić miejsce szlamia woda niemać zastygnąć kożuch brudny zielony ślad prędzy zostawić znikać niewidoczny bagienny sidło źródło wciąż bić tłoczyć puls stok nurt choć ukryć oko niebo widać czeluść chłodny ciemny niech sypać lawina kamień niech łączyć zbocze bezlitosny wąwóz cóż drążyć kształt przyszły przestrzeń rzekać podziemny grota skała wypłukać żyła złoty odkryć źródło źródło wciąż bić,Jacek Kaczmarski,Jacek Kaczmarski,Jacek Kaczmarski,414
56,Źródło,płynąć rzekać wąwóz dno koleina siebie żłobić rosny ściana wąwóz oba strona coraz wyżejezioro góra ponoć równina woda głębi potoczyć brać siebie cień zboczyć piach spć nurt uciekać nurt piach wij własny czeluść ciągnąć siła ciągło rzekać dzień rozpadlina źródło źródło wciąż bić ściana wysoki pasy barwy wyżłobienie rzeka historia brzeg cień drzewo powalić ślad głaz rozmyć muł zgarnąć siebie wbrewa henowy dół blask niknąć ciągło ziemia rozcinać ziemia zrastać zaczynać oba strona żwir glina zatrzymać bieg woda syczeć wchłaniać żyć zakręcać omijać wsiąkać wspinać pienić płynąć wciąż płynąć wbrewa brzeg źródło źródło wciąż bić miejsce szlamia woda niemać zastygnąć kożuch brudny zielony ślad prędzy zostawić znikać niewidoczny bagienny sidło źródło wciąż bić tłoczyć puls stok nurt choć ukryć oko niebo widać czeluść chłodny ciemny niech sypać lawina kamień niech łączyć zbocze bezlitosny wąwóz cóż drążyć kształt przyszły przestrzeń rzekać podziemny grota skała wypłukać żyła złoty odkryć źródło źródło wciąż bić,J. Kaczmarski 1978,J. Kaczmarski ,Jacek Kaczmarski,694
57,Leluchów,wyjechać blisko dworzec wyjechać pomóc leluch miły czereśnia dziki krwawić granica pilnować całies wesoły anioł leluch miły zaczynać koniec świat anioł tracić głowa brzoza bratać wyjechać rok koniec schować trocha uśmiech wspólny droga leluch miły czereśnia dziki krwawić granica pilnować całies wesoły anioł leluch miły zaczynać koniec świat anioł tracić głowa brzoza bratać nikt powiedzieć szczęśliwy kiedyś leluch leluch miły czereśnia dziki krwawić granica pilnować całies wesoły anioł leluch miły zaczynać koniec świat anioł tracić głowa brzoza bratać,Adam Ziemianin,Krzysztof Myszkowski,Stare Dobre Małżeństwo,62
58,Leluchów,wyjechać blisko dworzec wyjechać pomóc leluch miły czereśnia dziki krwawić granica pilnować całies wesoły anioł leluch miły zaczynać koniec świat anioł tracić głowa brzoza bratać wyjechać rok koniec schować trocha uśmiech wspólny droga leluch miły nikt powiedzieć szczęśliwy kiedyś leluch leluch miły,Adam Ziemianin,Krzysztof Myszkowski,Stare Dobre Małżeństwo,1048
59,Papierowy żołnierzyk,raz pewny żołnierz żyła odważny zawzięty cóż zabawka papier wyciąć świat zmieniać uszczęśliwiać żołnierz gotowy łóżeczko wisieć papierowy kula chętnie dymić iść namowa sto pociecha papierowy zwierzać sztaba tajemnica wojskowy papierowy wyzywać los pogarda tchórzliwy dezerter ogień ogień ciągło łkać choć papier niejeden wódz ogień zniknąć niejeden szeregowy pójść ogień spłonąć mig żołnierzyk papierowy,Bułat Okudżawa,,Bułat Okudżawa,517
60,Piosenka o papierowym żołnierzyku,raz pewny żołnierz żyła odważny zawzięty cóż zabawka karton wyciąć choć zmieniać świat zwalczać zły niezmiennia gotowy stać ciągło wśród zabawka papierowy ogień gotów dymić pójść namowa sto pociecha papierowy ujawniać sztaba tajemnica wojskowy papierowy wyzywać los pogarda tchórzliwy maruder ogień ogień ciągło łkać choć papier niejeden wódz ogień zniknąć niejeden szeregowy pójść ogień zginąć mig żołnierzyk papierowy,Bułat Okudżawa,Bułat Okudżawa,Bułat Okudżawa,438
61,Piosenka turystyczna 1,iść chybać szósty dzień stoa szczyt cela drogi iść chybać szósty dzień boki wysychać siano stóg ani świecić słońce ani padać deszcz góry iść chybać szósty dzień kapeć powiedzieć czas dolina wyruszyć napotkać sklepić parzeę flaszka piwo udo osuszyć raj bybyć przyjść piwo dawać iść chybać szósty dzień knajpa wało cztery piwo okno ciągło sterczeć szczyt drogi wcal ubywać piwo góry powiedzieć odpowiedzieć oczywiście góry kelner cztery piwo ani świecić słońce ani padać deszcz góry,Krzysztof Jurkiewicz,Mariusz Kamper,Słodki Całus od Buby,389
62,Piosenka turystyczna I,iść chybać szósty dzień stoa szczyt cela drogi iść chybać szósty dzień boki wysychać siano stóg ani świecić słońce ani padać deszcz góry iść chybać szósty dzień kapeć powiedzieć czas dolina wyruszyć napotkać sklepić parzeę flaszka piwo udo wysuszyć raj bybyć przyjść piwo dawać iść chybać szósty dzień knajpa wało cztery piwo okno ciągło sterczeć szczyt drogi wcal ubywać piwo góry powiedzieć odpowiedzieć oczywiście góry kelner cztery piwo,"K. Jurkiewicz, M. Kamper",K. Jurkiewicz,Słodki Całus od Buby,1299
63,Pożegnanie,spojrzeć okno wiosna śniegi rozganiać coraz długi dzień wiatr ły czas przyszły porać rozstanie worek gotów drogi kąt leżeć iść czas zdążyć wiosna zbyt krótki wierzyć śnieg głęboki błoto drogi mróz wieczór jeżyć dać dzień prosić pozwolić nacieszyć wyruszyć gnać tęsknota zostać samotny księżyc jaskółka gniazdo okno budować słyszeć bocian łąka klekotać dziki gęś obłoki wędrować spać pierwszy burza noc popatrzyć wiatr ciemny chmura nawiewać iść posiedzieć tył powieść widzieć padać zdążyć deszcz dać dzień prosić pozwolić nacieszyć wyruszyć gnać tęsknota zostać samotny księżyc musza iść wół chmurny przestrzeń przyszły móc dać rada wrócić ostatnie deszcz wrócić wiedzieć wrócić zrozumieć obawa póła tył czas widzieć twej twarz iść deszcz przejść bok,Maciej Służała,Maciej Służała,Krążek,49
64,Pożegnanie,ognisko dogasać blask braterski spleć krąg wieczorny ciszyć świetło gwiazda ostatni uścisk ręka raz przyjaźń poznać moc trwonić słowo ogień noc zobaczyć zgasnąć przyjaźń żar połączyć pozwolić zetrzeć ubłagać czas raz przyjaźń poznać moc trwonić słowo ogień noc zobaczyć,,,,277
65,Pożegnanie,padać deszcz padać cień cień zanurzać szary noc szary dzień tył deszcz łza pociąg ruszyć chcieć zostać dłużeć przeciągnąć chwila ostatni gest blisko oddalać siebie żyć siebie blisko si czuć dzielić czas choć czas żyć siebie siebie żyć żyć czas minąć porać pożegnanie raz moment zgasnąć peron umykać tył stacja dawny juz wciąż stać wyrwać ramię jakbymorze nadal tkwić blisko oddalać siebie żyć siebie blisko si czuć dzielić czas choć czas żyć siebie siebie żyć żyć,T. Borkowski,B. Adamczak,Na Bani,780
66,Pożegnanie,spotkać kilaa rok koniec świat wciąż udo zacząć raz musza odejść zatrzymywać rok zmienić rozstawić straża wokół zen dać wreszta spokój dosyć słowo wrócić pewny nadejść porać zapamiętać mówić wczorać zapamiętać zmienić myślić myśleć wierzyć wierzyć wrócić zrozumieć kilaa rok koniec świat wciąż udo zacząć raz,Piotr Bakal,Krzysztof Myszkowski,Stare Dobre Małżeństwo,1067
67,Pożegnanie,przyprószyć płowość jesień góry skroń jarzębina stroić purpurowy grono zębaty horyzont wznosić pusty dłoń odpędzić nostalgia żalić móc pokonać chmura okręt beztroski szybować niebo liść grad kolorowy opadać bezwoln zimać goń jesień chcieć wreszta znaleźć szukać niespokojnie zostawiać góry łaska niełaska niebo wiatr deszcz wieczny hulać bezlitosny wojsko jesień przemarsz wiosna błagać zmiłowanie pozostawiać spienić żyła strumień śpiewający cudown kamień woda opuszczać me lasa żywiczny tchnienie smrek wiyć zielony młody połonina niebieski odwracać oko czekać wóz błękit niebieski koń sycić zmysł widok dusza zamroczyć wiatr ciec wznieść dłoń zostawiać góry,Mariusz Zadura,Mariusz Zadura,Mariusz Zadura,1127
68,Pieśń pożegnalna,ognisko dogasać blask braterski spleć krąg wieczorny ciszyć świetło gwiazda ostatni uścisk ręka raz przyjaźń poznać moc trwonić słowo ogień noc zobaczyć zgasnąć przyjaźń żar połączyć pozwolić zetrzeć ubłagać czas raz przyjaźń poznać moc trwonić słowo ogień noc zobaczyć,,,,300
